framework,category,backend,curve,circuit,input,operation,nbConstraints,nbSecret,nbPublic,ram,time(ms),proofSize,count,ramReal
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_15.json,witness,39725996,32768,32,41359961384,20,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_5.json,setup,79027,32,32,736095656,2551,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_5.json,compile,79027,32,32,70087944,156,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_5.json,witness,79027,32,32,110264600,1,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_5.json,prove,79027,32,32,1274301992,2244,1168,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_5.json,verify,79027,32,32,866518472,10,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_6.json,setup,158244,64,32,1523937880,4840,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_6.json,compile,158244,64,32,116228376,318,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_6.json,witness,158244,64,32,200641832,1,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_6.json,prove,158244,64,32,2351043352,4003,1168,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_6.json,verify,158244,64,32,1719441032,10,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_7.json,setup,235676,128,32,1489924696,4848,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_7.json,compile,235676,128,32,127828248,471,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_7.json,witness,235676,128,32,237738296,1,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_7.json,prove,235676,128,32,2252998408,4048,1168,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_7.json,verify,235676,128,32,1682085512,10,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_8.json,setup,390540,256,32,2944565160,8989,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_8.json,compile,390540,256,32,225450296,816,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_8.json,witness,390540,256,32,364163416,1,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_8.json,prove,390540,256,32,4482832648,7386,1168,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_8.json,verify,390540,256,32,3321019384,10,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_9.json,setup,700268,512,32,5509434872,11131,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_9.json,compile,700268,512,32,419443032,1488,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_9.json,witness,700268,512,32,674292120,1,0,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_9.json,prove,700268,512,32,8554213560,12832,1168,10,
gnark,circuit,plonk,bls12_381,sha256,input/circuit/sha256/input_9.json,verify,700268,512,32,6574375656,10,0,10,
